ID	IslandID	PartID	ZoneID	Zone	Number	IndexName_1	Featured	SpokenName_1	PhoneticName_1	Speaker_1	SpeakerID_1	Start_1	End_1	IndexName_2	SpokenName_2	PhoneticName_2	Speaker_2	SpeakerID_2	Start_2	End_2	IndexName_3	SpokenName_3	PhoneticName_3	Speaker_3	SpeakerID_3	Start_3	End_3	CommonName_1	UnspokenName_1	ExtendedName_1	ExtendedName_2	VariantName_1	MisspelledName_1	Note_Speech	Note_Spelling	Note_Name	Note_Place	Group_1	GroupID_1	Group_2	GroupID_2	Transliteration	Addenda_Zone	SeeType	SeeText	SeeZone_1	SeeZoneID_1	SeeName_1	SeeNameID_1	SeeID_1	SeeZone_2	SeeZoneID_2	SeeName_2	SeeNameID_2	SeeID_2	SeeZone_3	SeeZoneID_3	SeeName_3	SeeNameID_3	SeeID_3	SeeZone_4	SeeZoneID_4	SeeName_4	SeeNameID_4	SeeID_4	KindPrefix_1	Kind_1	KindID_1	KindPlural_1	KindName_1	Super_1	Super_1.a	Super_1.1	KindPrefix_2	Kind_2	KindID_2	KindPlural_2	KindName_2	Super_2	Super_2.a	Kind_3	KindID_3	KindPlural_3	KindName_3	Super_3	Super_3.a	Kind_4	KindID_4	KindPlural_4	KindName_4	Super_4	Super_4.a	Kind_5	KindID_5	KindPlural_5	KindName_5	Kind_6	KindID_6	KindPlural_6	KindName_6	Kind_7	KindID_7	KindPlural_7	KindName_7
pn_zo_36-26			zo_36	Pahiatua	26	Puketoi		Puketoi		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	66.31	67.27																																																						range	fe_218		Puketoi Range																																		
pn_zo_36-27			zo_36	Pahiatua	27	Rongomai		Rongomai		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	67.98	69.09																																																						locality	fe_154		Rongomai																																		
pn_zo_36-28			zo_36	Pahiatua	28	Ruawhata		Ruawhata		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	70.52	71.61																																																						locality	fe_154		Ruawhata																																		
pn_zo_36-29			zo_36	Pahiatua	29	Tāne		Tāne		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	73.19	73.95																																																						locality	fe_154		Tāne																																		
pn_zo_36-30			zo_36	Pahiatua	30	Te Kohanga Whakawhai-iti		Te Kohanga Whakawhai-iti		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	75.00	76.91																																																						meeting house	fe_163		Te Kohanga Whakawhai-iti meeting house																																		
pn_zo_36-31			zo_36	Pahiatua	31	Tūī		Tūī		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	78.52	79.21																																																						locality	fe_154		Tūī																																		
pn_zo_36-32			zo_36	Pahiatua	32	Tūtaekara		Tūtaekara		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	80.63	81.84																																																						locality	fe_154		Tūtaekara																																		
pn_zo_36-33			zo_36	Pahiatua	33	Waiwera		Waiwera		Arapera Mikaera Rangimauriora Nitenetara (Governor)	sp_3	83.34	84.20																																																						locality	fe_154		Waiwera																																		
pn_zo_37-0			zo_37	Woodville/Dannevirke	0	Intro		Zone 37: Woodville/Dannevirke		Hugh Young	sp_37	1.77	4.04															Zone 37: Woodville/Dannevirke																																																																												
pn_zo_37-1			zo_37	Woodville/Dannevirke	1	Aotea		Aotea		Manahi Paewai	sp_66	6.28	7.00																																																						meeting house	fe_163		Aotea meeting house	1																																	
pn_zo_37-2			zo_37	Woodville/Dannevirke	2	Awariki		Awariki		Manahi Paewai	sp_66	9.16	9.93																																																						locality	fe_154		Awariki																																		
pn_zo_37-3			zo_37	Woodville/Dannevirke	3	Horoeka		Horoeka		Manahi Paewai	sp_66	11.82	12.56																																																						locality	fe_154		Horoeka																																		
pn_zo_37-4			zo_37	Woodville/Dannevirke	4	Kāhuki		Kāhuki		Manahi Paewai	sp_66	14.44	15.21																																																						locality	fe_154		Kāhuki																																		
pn_zo_37-5			zo_37	Woodville/Dannevirke	5	Kaitoki		Kaitoki		Manahi Paewai	sp_66	16.68	17.44	Kaitoke															Kaitoke				Kaitoke																																		locality	fe_154		Kaitoki																																		
pn_zo_37-6			zo_37	Woodville/Dannevirke	6	Kaituna		Kaituna		Manahi Paewai	sp_66	19.22	20.02																																																						locality	fe_154		Kaituna																																		
pn_zo_37-7			zo_37	Woodville/Dannevirke	7	Ōruakiritaki		Ōruakiritaki		Manahi Paewai	sp_66	21.64	22.94	Kiritaki															Kiritaki	Ōruakiritaki				Spoken out of order																																	locality	fe_154		Ōruakiritaki																																		
pn_zo_37-8			zo_37	Woodville/Dannevirke	8	Kōpua		Kōpua		Manahi Paewai	sp_66	25.23	25.94	Kai te Kōpua															Kai te Kōpua	Kai te Kōpua																																					locality	fe_154		Kōpua																																		
pn_zo_37-9			zo_37	Woodville/Dannevirke	9	Kumeroa		Kumeroa		Manahi Paewai	sp_66	27.66	28.44																																																						locality	fe_154		Kumeroa																																		
pn_zo_37-10			zo_37	Woodville/Dannevirke	10	Māharahara		Māharahara		Manahi Paewai	sp_66	30.31	31.18																																																						peak	fe_197		Māharahara					stream	fe_268		Māharahara Stream			locality	fe_154		Māharahara																				
pn_zo_37-11			zo_37	Woodville/Dannevirke	11	Mākirikiri		Mākirikiri		Manahi Paewai	sp_66	32.99	34.03																																																						marae	fe_156		Mākirikiri Marae	1				locality	fe_154		Mākirikiri																										
pn_zo_37-12			zo_37	Woodville/Dannevirke	12	Mākōkako		Mākōkako		Manahi Paewai	sp_66	35.96	37.13																																																						stream	fe_268		Mākōkako Stream																																		
pn_zo_37-13			zo_37	Woodville/Dannevirke	13	Mākōtukutuku		Mākōtukutuku		Manahi Paewai	sp_66	38.97	40.20	Mākōtuku															Mākōtuku			Mākōtuku																																			locality	fe_154		Mākōtukutuku																																		
pn_zo_37-14			zo_37	Woodville/Dannevirke	14	Mātanganui		Mātanganui		Manahi Paewai	sp_66	42.25	43.36																					Spoken out of order																																	mountain	fe_177		Mount Mātanganui																																		
pn_zo_37-15			zo_37	Woodville/Dannevirke	15	Manawatū		Manawatū		Manahi Paewai	sp_66	45.01	45.85																																																						river	fe_231		Manawatū River																																		
pn_zo_37-16			zo_37	Woodville/Dannevirke	16	Manga-a-toro		Manga-a-toro		Manahi Paewai	sp_66	47.64	48.77	Mangatoro															Mangatoro				Mangatoro																																		stream	fe_268		Manga-a-toro Stream					locality	fe_154		Manga-a-toro			valley	fe_295		Manga-a-toro Valley																				
pn_zo_37-17			zo_37	Woodville/Dannevirke	17	Manga-atua		Manga-atua		Manahi Paewai	sp_66	50.78	51.78																																																						stream	fe_268		Manga-atua Stream																																		
pn_zo_37-18			zo_37	Woodville/Dannevirke	18	Mangahei		Mangahei		Manahi Paewai	sp_66	53.59	54.42																																																						locality	fe_154		Mangahei																																		
pn_zo_37-19			zo_37	Woodville/Dannevirke	19	Mangamanaia		Mangamanaia		Manahi Paewai	sp_66	56.23	57.21																																																						stream	fe_268		Mangamanaia Stream																																		
pn_zo_37-20			zo_37	Woodville/Dannevirke	20	Mangapuaka		Mangapuaka		Manahi Paewai	sp_66	58.96	59.81	Mangapoaka															Mangapoaka				Mangapoaka																																		stream	fe_268		Mangapuaka Stream					hill	fe_122		Mangapuaka Hill																										
pn_zo_37-21			zo_37	Woodville/Dannevirke	21	Mangarawa		Mangarawa		Manahi Paewai	sp_66	61.83	62.70																																																						locality	fe_154		Mangarawa																																		
pn_zo_37-22			zo_37	Woodville/Dannevirke	22	Mangaterā		Mangaterā		Manahi Paewai	sp_66	64.01	64.99																																																						stream	fe_268		Mangaterā Stream					locality	fe_154		Mangaterā																										
pn_zo_37-23			zo_37	Woodville/Dannevirke	23	Mangatewai-iti		Mangatewai-iti		Manahi Paewai	sp_66	67.16	68.42																																																						stream	fe_268		Mangatewai-iti Stream																																		
pn_zo_37-24			zo_37	Woodville/Dannevirke	24	Mangatewai-nui		Mangatewai-nui		Manahi Paewai	sp_66	70.18	71.47																																																						stream	fe_268		Mangatewai-nui Stream																																		
pn_zo_37-25			zo_37	Woodville/Dannevirke	25	Mangatuna		Mangatuna		Manahi Paewai	sp_66	73.25	74.17																																																						locality	fe_154		Mangatuna																																		
pn_zo_37-26			zo_37	Woodville/Dannevirke	26	Mangawhero		Mangawhero		Manahi Paewai	sp_66	75.79	76.72																																																						stream	fe_268		Mangawhero Stream																																		
pn_zo_37-27			zo_37	Woodville/Dannevirke	27	Matamau		Matamau		Manahi Paewai	sp_66	78.56	79.37																																																						township	fe_286		Matamau																																		
pn_zo_37-28			zo_37	Woodville/Dannevirke	28	Mōtea		Mōtea		Manahi Paewai	sp_66	80.88	81.70																																																						locality	fe_154		Mōtea																																		
pn_zo_37-29			zo_37	Woodville/Dannevirke	29	Ngā-awapurua		Ngā-awapurua		Manahi Paewai	sp_66	83.55	84.78																																																						locality	fe_154		Ngā-awapurua																																		
pn_zo_37-30			zo_37	Woodville/Dannevirke	30	Ngāmoko		Ngāmoko		Manahi Paewai	sp_66	86.62	87.48																																																						locality	fe_154		Ngāmoko																																		
pn_zo_37-31			zo_37	Woodville/Dannevirke	31	Ngāpaerūrū		Ngāpaerūrū		Manahi Paewai	sp_66	89.13	90.39																																																						locality	fe_154		Ngāpaerūrū																																		
pn_zo_37-32			zo_37	Woodville/Dannevirke	32	Ōkārae		Ōkārae		Manahi Paewai	sp_66	92.04	93.05																																																						locality	fe_154		Ōkārae																																		
pn_zo_37-33			zo_37	Woodville/Dannevirke	33	Ōpōrae		Ōpōrae		Manahi Paewai	sp_66	94.87	95.85																																																						locality	fe_154		Ōpōrae																																		
pn_zo_37-34			zo_37	Woodville/Dannevirke	34	Ōrākaitātahi		Ōrākaitātahi		Manahi Paewai	sp_66	97.77	99.07	Rākaiatai															Rākaiatai				Rākaiatai																																		mountain	fe_177		Mount Ōrākaitātahi					locality	fe_154		Ōrākaitātahi																										
pn_zo_37-35			zo_37	Woodville/Dannevirke	35	Ōringi		Ōringi		Manahi Paewai	sp_66	101.28	102.01	Ōringi-Waiaruhe															Ōringi-waiaruhe	Ōringi-waiaruhe																																					locality	fe_154		Ōringi				former	freezing works	fe_99		Ōringi Freezing Works																										
pn_zo_37-36			zo_37	Woodville/Dannevirke	36	Ōtāwhao		Ōtāwhao		Manahi Paewai	sp_66	103.97	105.03																																																						locality	fe_154		Ōtāwhao																																		
pn_zo_37-37			zo_37	Woodville/Dannevirke	37	Ōtope		Ōtope		Manahi Paewai	sp_66	107.24	108.11																																																						locality	fe_154		Ōtope																																		
pn_zo_37-38			zo_37	Woodville/Dannevirke	38	Pānui		Pānui		Manahi Paewai	sp_66	110.41	111.13																																																						hill	fe_122		Pānui																																		
pn_zo_37-39			zo_37	Woodville/Dannevirke	39	Papatawa		Papatawa		Manahi Paewai	sp_66	112.97	113.82																																																						locality	fe_154		Papatawa																																		
pn_zo_37-40			zo_37	Woodville/Dannevirke	40	Piripiri		Piripiri		Manahi Paewai	sp_66	115.45	116.13																																																						locality	fe_154		Piripiri																																		
pn_zo_37-41			zo_37	Woodville/Dannevirke	41	Poherau		Poherau		Manahi Paewai	sp_66	117.56	118.26																																																						marae	fe_156		Poherau Marae	2																																	
pn_zo_37-42			zo_37	Woodville/Dannevirke	42	Pukeatua		Pukeatua		Manahi Paewai	sp_66	120.28	121.21																																																						locality	fe_154		Pukeatua																																		
pn_zo_37-43			zo_37	Woodville/Dannevirke	43	Pukehīnau		Pukehīnau		Manahi Paewai	sp_66	122.69	123.58																																																						locality	fe_154		Pukehīnau																																		
pn_zo_37-44			zo_37	Woodville/Dannevirke	44	Rāhiri		Rāhiri		Manahi Paewai	sp_66	125.49	126.19																																																						home	fe_123		Rāhiri																																		
pn_zo_37-45			zo_37	Woodville/Dannevirke	45	Raikātea		Raikātea		Manahi Paewai	sp_66	128.07	129.16	Raekatia	Raekatia		Manahi Paewai	sp_66	131.22	132.17												Raekatia																																			range	fe_218		Raikātea Range																																		
pn_zo_37-46			zo_37	Woodville/Dannevirke	46	Rangitoto		Rangitoto		Manahi Paewai	sp_66	134.22	135.09																																																						hill	fe_122		Rangitoto																																		
pn_zo_37-47			zo_37	Woodville/Dannevirke	47	Raumati		Raumati		Manahi Paewai	sp_66	136.53	137.19																																																						locality	fe_154		Raumati																																		
pn_zo_37-48			zo_37	Woodville/Dannevirke	48	Ruahine		Ruahine		Manahi Paewai	sp_66	139.19	139.94																																																						range	fe_218		Ruahine Range					locality	fe_154		Ruahine																										
pn_zo_37-49			zo_37	Woodville/Dannevirke	49	Ruaroa		Ruaroa		Manahi Paewai	sp_66	141.67	142.45																																																						locality	fe_154		Ruaroa																																		
pn_zo_37-50			zo_37	Woodville/Dannevirke	50	Tātaramoa		Tātaramoa		Manahi Paewai	sp_66	144.33	145.43																																																						locality	fe_154		Tātaramoa																																		
pn_zo_37-51			zo_37	Woodville/Dannevirke	51	Tahoraiti		Tahoraiti		Manahi Paewai	sp_66	147.16	148.14																																																						locality	fe_154		Tahoraiti																																		
pn_zo_37-52			zo_37	Woodville/Dannevirke	52	Takapari		Takapari		Manahi Paewai	sp_66	150.10	150.97																																																						peak	fe_197		Takapari																																		
pn_zo_37-53			zo_37	Woodville/Dannevirke	53	Tapuata																							Tapuata					Pronunciation unknown																																	stream	fe_268		Tapuata Stream																																		
pn_zo_37-54			zo_37	Woodville/Dannevirke	54	Te Āpiti		Te Āpiti		Manahi Paewai	sp_66	152.86	153.75															Manawatū Gorge																																							gorge	fe_110		Manawatū Gorge																																		
pn_zo_37-55			zo_37	Woodville/Dannevirke	55	Te Ahu-a-Turanga								Te Ahu-a-Turanga-i-mua	Te Ahu-a-Turanga-i-mua		Manahi Paewai	sp_66	155.79	157.60												Te Ahu-a-Turanga																																			marae	fe_156		Te Ahu-a-Turanga Marae	3																																	
pn_zo_37-56			zo_37	Woodville/Dannevirke	56	Te Huinga-o-nga-waka		Te Huinga-o-nga-waka		Manahi Paewai	sp_66	159.01	160.75																																																						meeting house	fe_163		Te Huinga-o-nga-waka meeting house	3																																	
pn_zo_37-57			zo_37	Woodville/Dannevirke	57	Te Kura-irirangi		Te Kura-irirangi		Manahi Paewai	sp_66	162.56	163.80																																																						dining hall	fe_76		Te Kura-irirangi																																		
pn_zo_37-58			zo_37	Woodville/Dannevirke	58	Te Ohu		Te Ohu		Manahi Paewai	sp_66	165.73	166.40																																																						locality	fe_154		Te Ohu																																		
pn_zo_37-59			zo_37	Woodville/Dannevirke	59	Te Ōhākī-mai-ā-ngā-tūpuna		Te Ōhākī-mai-ā-ngā-tūpuna		Manahi Paewai	sp_66	168.50	170.65																																																						dining hall	fe_76		Te Ōhākī-mai-ā-ngā-tūpuna	3																																	
pn_zo_37-60			zo_37	Woodville/Dannevirke	60	Te Rehunga		Te Rehunga		Manahi Paewai	sp_66	172.61	173.51																																																						locality	fe_154		Te Rehunga																																		
pn_zo_37-61			zo_37	Woodville/Dannevirke	61	Te Ure		Te Ure		Manahi Paewai	sp_66	175.43	176.11	Te Uri	Te Uri		Manahi Paewai	sp_66	178.11	178.78												Te Uri																																			locality	fe_154		Te Ure																																		
pn_zo_37-62			zo_37	Woodville/Dannevirke	62	Te Waikōpiro								Te Waikōprio-ō-Ruatāmore	Te Waikōpiro-ō-Ruatāmore		Manahi Paewai	sp_66	181.14	183.29												Te Waikōpiro																																			locality	fe_154		Te Waikōpiro					hill	fe_122		Te Waikōpiro Hill																										
pn_zo_37-63			zo_37	Woodville/Dannevirke	63	Te Whāngai								Te Whāngai-mokopuna	Te Whāngai-mokopuna		Manahi Paewai	sp_66	185.04	186.56												Te Whāngai																																			range	fe_218		Te Whāngai Range																																		
pn_zo_37-64			zo_37	Woodville/Dannevirke	64	Tīkauka		Tīkauka		Manahi Paewai	sp_66	188.56	189.53																																																						locality	fe_154		Tīkauka																																		
pn_zo_37-65			zo_37	Woodville/Dannevirke	65	Tīpapakūkū		Tīpapakūkū		Manahi Paewai	sp_66	191.26	192.43																																																						locality	fe_154		Tīpapakūkū																																		
pn_zo_37-66			zo_37	Woodville/Dannevirke	66	Tiratū		Tiratū		Manahi Paewai	sp_66	194.68	195.44																																																						flat	fe_89		Tiratū																																		
pn_zo_37-67			zo_37	Woodville/Dannevirke	67	Toi		Toi		Manahi Paewai	sp_66	197.28	197.81																																																						locality	fe_154		Toi																																		
pn_zo_37-68			zo_37	Woodville/Dannevirke	68	Tōrereaia		Tōrereaia		Manahi Paewai	sp_66	199.66	200.84	Tōrerere															Tōrerere				Tōrerere																																		locality	fe_154		Tōrereaia																																		
pn_zo_37-69			zo_37	Woodville/Dannevirke	69	Umutaoroa		Umutaoroa		Manahi Paewai	sp_66	202.37	203.49																																																						locality	fe_154		Umutaoroa																																		
pn_zo_37-70			zo_37	Woodville/Dannevirke	70	Wāhipai		Wāhipai		Manahi Paewai	sp_66	205.44	206.43																																																						range	fe_218		Waewaepā Range					hill	fe_122		Waewaepā Hill																										
pn_zo_37-71			zo_37	Woodville/Dannevirke	71	Waewaepā		Waewaepā		Manahi Paewai	sp_66	208.00	209.02																																																						domain	fe_80		Wāhipai Domain																																		
pn_zo_37-72			zo_37	Woodville/Dannevirke	72	Waiaruhe		Waiaruhe		Manahi Paewai	sp_66	210.47	211.38																																																						stream	fe_268		Waihī Stream					falls	fe_84		Waihī Falls																										
pn_zo_37-73			zo_37	Woodville/Dannevirke	73	Waihī		Waihī		Manahi Paewai	sp_66	213.08	213.91																																																						river	fe_231		Wainui River																																		
pn_zo_37-74			zo_37	Woodville/Dannevirke	74	Waimiro		Waimiro		Manahi Paewai	sp_66	215.18	216.03																																																						locality	fe_154		Waimiro																																		
pn_zo_37-75			zo_37	Woodville/Dannevirke	75	Wainui		Wainui		Manahi Paewai	sp_66	217.54	218.50																																																						stream	fe_268		Whakaruatapu Stream																																		
pn_zo_37-76			zo_37	Woodville/Dannevirke	76	Waione		Waione		Manahi Paewai	sp_66	219.99	220.89																																																						locality	fe_154		Waione																																		
pn_zo_37-77			zo_37	Woodville/Dannevirke	77	Waipātiki		Waipātiki		Manahi Paewai	sp_66	222.10	223.18																																																						locality	fe_154		Waipātiki																																		
pn_zo_37-78			zo_37	Woodville/Dannevirke	78	Waitahora		Waitahora		Manahi Paewai	sp_66	224.71	225.66																																																						locality	fe_154		Waitahora																																		
pn_zo_37-79			zo_37	Woodville/Dannevirke	79	Whārite		Whārite		Manahi Paewai	sp_66	227.65	228.59	Wharitī															Wharitī			Wharitī		Pronunciation in doubt																																	peak	fe_197		Whārite																																		
pn_zo_37-80			zo_37	Woodville/Dannevirke	80	Whakaruatapu		Whakaruatapu		Manahi Paewai	sp_66	230.28	231.45																																																						stream	fe_268		Whakaruatapu Stream																																		
pn_zo_37-81			zo_37	Woodville/Dannevirke	81	Whetūkura		Whetūkura		Manahi Paewai	sp_66	232.83	233.83																																																						locality	fe_154		Whetūkura																																		
pn_zo_37-82			zo_37	Woodville/Dannevirke	82	Whiti-te-Rā		Whiti-te-Rā		Manahi Paewai	sp_66	234.83	235.68																																																						meeting house	fe_163		Whiti-te-Rā meeting house	2																																	
pn_zo_38-0			zo_38	Pōrangahau	0	Intro		Zone 38: Pōrangahau		Hugh Young	sp_37	1.42	3.29															Zone 38: Pōrangahau																																																																												
pn_zo_38-1			zo_38	Pōrangahau	1	Aramoana		Aramoana		Henare Petua	sp_25	4.90	6.00																																																						locality	fe_154		Aramoana																																		
pn_zo_38-2			zo_38	Pōrangahau	2	Huatokitoki		Huatokitoki		Henare Petua	sp_25	7.02	8.34																																																						stream	fe_268		Huatokitoki Stream					locality	fe_154		Huatokitoki																										
pn_zo_38-3			zo_38	Pōrangahau	3	Kere		Kere		Henare Petua	sp_25	9.54	10.10																																																						meeting house	fe_163		Kere meeting house	1																																	
pn_zo_38-4			zo_38	Pōrangahau	4	Mangamaire		Mangamaire		Henare Petua	sp_25	11.33	12.53																																																						stream	fe_268		Mangamaire Stream																																		
pn_zo_38-5			zo_38	Pōrangahau	5	Ōhinemuhu		Ōhinemuhu		Wi Huata	sp_135	13.55	14.60																																																						rock	fe_236		Ōhinemuhu Rock																																		
pn_zo_38-6			zo_38	Pōrangahau	6	Ōmakere		Ōmakere		Henare Petua	sp_25	16.07	17.13																																																						locality	fe_154		Ōmakere																																		
pn_zo_38-7			zo_38	Pōrangahau	7	Ōueroa		Ōueroa		Henare Petua	sp_25	18.29	19.21																																																						locality	fe_154		Ōueroa																																		
pn_zo_38-8			zo_38	Pōrangahau	8	Paoanui		Paoanui		Henare Petua	sp_25	20.67	21.70																																																						point	fe_203		Paoanui Point																																		
pn_zo_38-9			zo_38	Pōrangahau	9	Poho-o-Kahungunu		Poho-o-Kahungunu		Henare Petua	sp_25	23.48	24.82																																																						meeting house	fe_163		Poho-o-Kahungunu meeting house	1																																	
pn_zo_38-10			zo_38	Pōrangahau	10	Pōrangahau		Pōrangahau		Henare Petua	sp_25	26.26	27.36																																																						township	fe_286		Pōrangahau					river	fe_231		Pōrangahau River																										
pn_zo_38-11			zo_38	Pōrangahau	11	Pourērere		Pourērere		Henare Petua	sp_25	28.54	29.46																																																						bay	fe_15		Pourērere Bay					locality	fe_154		Pourērere																										
pn_zo_38-12			zo_38	Pōrangahau	12	Puropuro		Puropuro		Henare Petua	sp_25	30.82	31.72																																																						locality	fe_154		Puropuro																																		
pn_zo_38-13			zo_38	Pōrangahau	13	Rongaomaraeroa		Rongaomaraeroa		Henare Petua	sp_25	32.61	34.29																																																						marae	fe_156		Rongaomaraeroa Marae	1																																	
pn_zo_38-14			zo_38	Pōrangahau	14	Taumata-whakatangihanga-koauau-ō-Tamatea-Pōkai-Whenua-ki-tana-tahu	1							Taumata-whakatangihanga-koauau-ō-Tamatea-hau-mai-tawhiti-ure-haea-turi-pūkaka-piki-maunga-horo-nuku-pōkai-whenua-ki-tana-tahu	Taumata-whakatangihanga-koauau-ō-Tamatea-turi-pūkaka-piki-maunga-horo-nuku-pōkai-whenua-ki-tana-tahu		Henare Petua	sp_25	35.83	46.10										Taumata-whakatangihanga-koauau-ō-Tamatea-hau-mai-tawhiti-ure-haea-turi-pūkaka-piki-maunga-horo-nuku-pōkai-whenua-ki-tana-tahu						Some say these nicknames apply not to Tamata-pōkai-whwnua, but to his grandfather, Tamatea-ariki-nui, and some say the hill was named for Tāne-nui-ā-rangi.																															hill	fe_122		Taumata-whakatangihanga-koauau-ō-Tamatea-Pōkai-Whenua-ki-tana-tahu																																		
pn_zo_38-15			zo_38	Pōrangahau	15	Taurekaitai		Taurekaitai		Henare Petua	sp_25	49.24	50.65																																																						stream	fe_268		Taurekaitai Stream																																		
pn_zo_38-16			zo_38	Pōrangahau	16	Te Awa-pūtahi		Te Awa-pūtahi		Henare Petua	sp_25	52.35	53.69	Te Awa																		Te Awa																																			locality	fe_154		Te Awa-pūtahi																																		
pn_zo_38-17			zo_38	Pōrangahau	17	Waiwhero		Waiwhero		Henare Petua	sp_25	55.13	56.08																																																						locality	fe_154		Waiwhero																																		
pn_zo_38-18			zo_38	Pōrangahau	18	Whāwhākanga		Whāwhākanga		Henare Petua	sp_25	57.35	58.32																																																						hill	fe_122		Whāwhākanga																																		
pn_zo_38-19			zo_38	Pōrangahau	19	Whangaehu		Whangaehu		Henare Petua	sp_25	59.61	60.61																																																						point	fe_203		Whangaehu Point					locality	fe_154		Whangaehu																										
pn_zo_39-0			zo_39	Waipukurau	0	Intro		Zone 39: Waipukurau		Hugh Young	sp_37	1.87	3.85															Zone 39: Waipukurau																																																																												
pn_zo_39-1			zo_39	Waipukurau	1	Aupaki		Aupaki		Ru Kotua	sp_100	5.83	6.54																																																						locality	fe_154		Aupaki																																		
pn_zo_39-2			zo_39	Waipukurau	2	Hautope		Hautope		Ru Kotua	sp_100	8.37	9.25																																																						locality	fe_154		Hautope																																		
pn_zo_39-3			zo_39	Waipukurau	3	Hinuera		Hinuera		Ru Kotua	sp_100	10.86	11.64																																																						locality	fe_154		Hinuera																																		
pn_zo_39-4			zo_39	Waipukurau	4	Horehore		Horehore		Ru Kotua	sp_100	13.39	14.13																																																						hill	fe_122		Horehore					pā site	fe_192		Horehore Pā Site																										
pn_zo_39-5			zo_39	Waipukurau	5	Huhuti		Huhuti		Ru Kotua	sp_100	15.75	16.45																																																						dining hall	fe_76		Huhuti	4																																	
pn_zo_39-6			zo_39	Waipukurau	6	Kairākau		Kairākau		Ru Kotua	sp_100	17.81	18.64																																																						beach	fe_16		Kairākau Beach																																		
pn_zo_39-7			zo_39	Waipukurau	7	Kaokaoroa		Kaokaoroa		Ru Kotua	sp_100	20.10	20.99																																																						range	fe_218		Kaokaoroa Range																																		
pn_zo_39-8			zo_39	Waipukurau	8	Karamea		Karamea		Ru Kotua	sp_100	22.32	22.84																																																						island	fe_134		Karamea																																		
pn_zo_39-9			zo_39	Waipukurau	9	Kauheihei		Kauheihei		Ru Kotua	sp_100	24.49	25.38																																																						dining hall	fe_76		Kauheihei	1																																	
pn_zo_39-10			zo_39	Waipukurau	10	Kawahei		Kawahei		Ru Kotua	sp_100	27.16	27.84																																																						mountain	fe_177		Mount Kawahei																																		
pn_zo_39-11			zo_39	Waipukurau	11	Kēkē		Kēkē		Ru Kotua	sp_100	29.24	30.16																																																						meeting house	fe_163		Kēkē meeting house																																		
pn_zo_39-12			zo_39	Waipukurau	12	Māharakeke		Māharakeke		Ru Kotua	sp_100	32.21	33.17																																																						stream	fe_268		Māharakeke Stream					locality	fe_154		Māharakeke																										
pn_zo_39-13			zo_39	Waipukurau	13	Mākāretu		Mākāretu		Ru Kotua	sp_100	35.06	36.04																																																						stream	fe_268		Mākāretu Stream					locality	fe_154		Mākāretu																										
pn_zo_39-14			zo_39	Waipukurau	14	Mahurauiti		Mahurauiti		Ru Kotua	sp_100	38.16	39.26																																																						stream	fe_268		Mahurauiti Stream																																		
pn_zo_39-15			zo_39	Waipukurau	15	Mahuraunui		Mahuraunui		Ru Kotua	sp_100	41.08	41.98																																																						stream	fe_268		Mahuraunui Stream																																		
pn_zo_39-16			zo_39	Waipukurau	16	Makaroro		Makaroro		Ru Kotua	sp_100	43.49	44.25																																																						stream	fe_268		Makaroro Stream					locality	fe_154		Makaroro																										
pn_zo_39-17			zo_39	Waipukurau	17	Manawatū		Manawatū		Ru Kotua	sp_100	45.68	46.54																																																						river	fe_231		Manawatū River																																		
pn_zo_39-18			zo_39	Waipukurau	18	Mangakurī		Mangakurī		Ru Kotua	sp_100	48.03	48.83																																																						stream	fe_268		Mangakurī Stream					beach	fe_16		Mangakurī Beach																										
pn_zo_39-19			zo_39	Waipukurau	19	Mangamauku		Mangamauku		Ru Kotua	sp_100	50.73	51.71																																																						stream	fe_268		Mangamauku Stream																																		
pn_zo_39-20			zo_39	Waipukurau	20	Mangaōnuku		Mangaōnuku		Ru Kotua	sp_100	53.69	54.49																																																						stream	fe_268		Mangaōnuku Stream																																		
pn_zo_39-21			zo_39	Waipukurau	21	Mangaōrapa		Mangaōrapa		Ru Kotua	sp_100	56.02	56.99																																																						stream	fe_268		Mangaōrapa Stream					locality	fe_154		Mangaōrapa																										
pn_zo_39-22			zo_39	Waipukurau	22	Mangapatē-iti		Mangapatē-iti		Ru Kotua	sp_100	58.34	59.67																																																						stream	fe_268		Mangapatē-Iti Stream																																		
pn_zo_39-23			zo_39	Waipukurau	23	Mangapatē-nui		Mangapatē-nui		Ru Kotua	sp_100	61.28	62.42																																																						stream	fe_268		Mangapatē-nui Stream																																		
pn_zo_39-24			zo_39	Waipukurau	24	Mangatārata		Mangatārata		Ru Kotua	sp_100	63.73	64.88																																																						locality	fe_154		Mangatārata																																		
pn_zo_39-25			zo_39	Waipukurau	25	Mangatewai		Mangatewai		Ru Kotua	sp_100	66.80	67.68																																																						stream	fe_268		Mangatewai Stream																																		
